file_name,cusip,identifier
20200707_CALIRES_CDS_deliverable-obligations,13057QAD9,20200707_CALIRES_CDS
20200707_CALIRES_CDS_deliverable-obligations,U1303AAD8,20200707_CALIRES_CDS
20200707_CALIRES_CDS_deliverable-obligations,13057QAG2,20200707_CALIRES_CDS
20200707_CALIRES_CDS_deliverable-obligations,13057QAF4,20200707_CALIRES_CDS
