file_name,isin,Regulation,identifier
20181129_ASTL_CDS_deliverable-obligations,XS1000393899,RegS,20181129_ASTL_CDS
20181129_ASTL_CDS_deliverable-obligations,XS1000389608,Rule144A,20181129_ASTL_CDS
20181129_ASTL_CDS_deliverable-obligations,XS1634544248,,20181129_ASTL_CDS
