file_name,isin,identifier
20120606_GM-ResCLLC_CDS_deliverable-obligations,XS0254758872,20120606_GM-ResCLLC_CDS
20120606_GM-ResCLLC_CDS_deliverable-obligations,US76114EAC66,20120606_GM-ResCLLC_CDS
20120606_GM-ResCLLC_CDS_deliverable-obligations,US76113BAR06,20120606_GM-ResCLLC_CDS
20120606_GM-ResCLLC_CDS_deliverable-obligations,XS0254759920,20120606_GM-ResCLLC_CDS
20120606_GM-ResCLLC_CDS_deliverable-obligations,XS0307841469,20120606_GM-ResCLLC_CDS
20120606_GM-ResCLLC_CDS_deliverable-obligations,US76114EAH53,20120606_GM-ResCLLC_CDS
20120606_GM-ResCLLC_CDS_deliverable-obligations,US76113BAE92,20120606_GM-ResCLLC_CDS
