file_name,isin,cusip,identifier
20061128_dura_subordinated_CDS_deliverable-obligations,US26632QAH65,26632QAH6,20061128_dura_subordinated_CDS
20061128_dura_subordinated_CDS_deliverable-obligations,XS0101338829,26623QAD5,20061128_dura_subordinated_CDS
