file_name,isin,cusip,identifier
20090114_ecuado_CDS_deliverable-obligations,USP8055QDE90,P8055QDE9,20090114_ecuado_CDS
20090114_ecuado_CDS_deliverable-obligations,XS0115743519,P8055QAD4,20090114_ecuado_CDS
20090114_ecuado_CDS_deliverable-obligations,XS0115748401,P8055QAC6,20090114_ecuado_CDS
20090114_ecuado_CDS_deliverable-obligations,US27927WAF95,27927WAF9,20090114_ecuado_CDS
20090114_ecuado_CDS_deliverable-obligations,US27927WAD48,27927WAD4,20090114_ecuado_CDS
20090114_ecuado_CDS_deliverable-obligations,US27927WAE21,27927WAE2,20090114_ecuado_CDS
