file_name,isin,cusip,identifier
20090423_idearc_CDS_deliverable-obligations,US451663AC25,451663AC2,20090423_idearc_CDS
20090423_idearc_CDS_deliverable-obligations,US451663AA68,451663AA6,20090423_idearc_CDS
