file_name,isin,Regulation,identifier
20101028_TAKFUJ_CDS_deliverable-obligations.xls,US87406DAC20,144A,20101028_TAKFUJ_CDS
20101028_TAKFUJ_CDS_deliverable-obligations.xls,USJ81335AH45,RegS,20101028_TAKFUJ_CDS
20101028_TAKFUJ_CDS_deliverable-obligations.xls,JP346320A266,,20101028_TAKFUJ_CDS
20101028_TAKFUJ_CDS_deliverable-obligations.xls,XS0472022309,,20101028_TAKFUJ_CDS
