file_name,isin,identifier
20160406_PACIEXP_CDS_deliverable-obligations,USC71058AD08,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,US69480UAH05,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,USC71058AB42,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,US69480UAC18,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,USC71058AC25,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,US69480UAF49,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,USC71058AF55,20160406_PACIEXP_CDS
20160406_PACIEXP_CDS_deliverable-obligations,US69480UAK34,20160406_PACIEXP_CDS
