file_name,isin,identifier
20140903_ARGENT_CDS_deliverable-obligations,CH0361824458,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114GW47,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS1503160225,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HK99,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HP86,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS1715303340,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114GX20,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS1503160498,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HL72,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HQ69,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS1715303779,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HF05,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0205545840,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501195134,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501195308,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114GL81,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501194756,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501195050,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03E667,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03G738,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03E642,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03G753,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HG87,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501195993,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0205537581,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501196025,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114GK09,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501195647,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS0501195720,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03E659,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03E634,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03G746,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,ARARGE03G761,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114GY03,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,XS1715535123,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HR43,20140903_ARGENT_CDS
20140903_ARGENT_CDS_deliverable-obligations,US040114HN39,20140903_ARGENT_CDS
