file_name,isin,identifier
20120530_HTNMIF_CDS_deliverable-obligations,US44157QAA95,20120530_HTNMIF_CDS
20120530_HTNMIF_CDS_deliverable-obligations,USU44154AA78,20120530_HTNMIF_CDS
