file_name,isin,identifier
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0231393751,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0271046491,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0234960895,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0241120988,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0213016800,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0299117381,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0478619694,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,US46271HAA59,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0288209330,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0504108118,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0218115482,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0178645999,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0231393249,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0363857581,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0250478004,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0388369943,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0207005215,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0493444060,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0492949218,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0496475228,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0496210195,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0226348950,20111005_IPBS2_CDS-Senior-Bucket-2
20111005_IPBS2_CDS_deliverable-obligations.XLS,XS0320643884,20111005_IPBS2_CDS-Senior-Bucket-2
