file_name,isin,cusip,identifier
20090106_tribco_CDS_deliverable-obligations,US89604KAN81,89604KAN8,20090106_tribco_CDS
20090106_tribco_CDS_deliverable-obligations,US896047AE75,896047AE7,20090106_tribco_CDS
20090106_tribco_CDS_deliverable-obligations,US887364AA57,887364AA5,20090106_tribco_CDS
20090106_tribco_CDS_deliverable-obligations,US896047AF41,896047AF4,20090106_tribco_CDS
20090106_tribco_CDS_deliverable-obligations,US887364AB31,887364AB3,20090106_tribco_CDS
20090106_tribco_CDS_deliverable-obligations,US887364AF45,887364AF4,20090106_tribco_CDS
