file_name,isin,Regulation,identifier
20160622_NSINO_CDS_deliverable-obligations,XS1181663292,RegS,20160622_NSINO_CDS-Bucket
20160622_NSINO_CDS_deliverable-obligations,XS1193909154,RegS,20160622_NSINO_CDS-Bucket
20160622_NSINO_CDS_deliverable-obligations,XS1193907968,Rule144A,20160622_NSINO_CDS-Bucket
20160622_NSINO_CDS_deliverable-obligations,US65653AAA88,Rule144A,20160622_NSINO_CDS-Bucket
