file_name,isin,Regulation,identifier
20160824_GRUPOIS_CDS_deliverable-obligations,XS1046702616,Rule144A,20160824_GRUPOIS_CDS
20160824_GRUPOIS_CDS_deliverable-obligations,XS1046702293,RegS,20160824_GRUPOIS_CDS
