file_name,isin,identifier
20120222_EK_CDS_deliverable-obligations,US277461BD00,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,US277461BJ79,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,US277461BH14,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,USU27746AG80,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,US277461AP49,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,USU27746AH63,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,US277461BK43,20120222_EK_CDS
20120222_EK_CDS_deliverable-obligations,US277461AV17,20120222_EK_CDS
